sentiment	numberagreed	tweetid	tweet
positive	3	626963	Damnnnn “@GracieGlam: Can't tell how many but fuck it!!!! Yay 16k ! #bigbooty love you guys!!! &lt;3 ~http 
neutral	3	2074815	Kanye West Wears Nike Air Yeezy 2 at MTV VMA 2011 Awards ~http 
neutral	3	3060600	Intertainment's Ortsbo Releases Patent Pending One2One App for Microsoft ... ~http 
negative	3	282344	Why can't I ever say what's on my mind -.-
positive	3	784826	tonight! 8 and 9:30! tickets are $1 and you're going to laugh your you know what off!
neutral	3	3206712	OFF 30%Shoes air jordans  Nike for cheap  Ed hardy   OFF 30% Shoes air jordans  Nike for cheap  Ed hardy  ~http 
positive	3	2425479	Just got home :) got the #LakeShow tonight!!
neutral	3	1929978	I told my mum I'd be up before 10. #nochance
negative	3	977070	really i heard some dmb bytch tellin  me to stay with my man but of course i stay with him cus he take care his daughter
positive	3	2270065	I called; You answered. And You came to my rescue and I;  wanna be where You are. I am all Yours.
neutral	3	900493	Video: adidas Soccer: Teal Bunbury visits adidas (by adidasSoccerUS) ~http 
neutral	3	3030857	I've listened to Gucci Mane; if that counts
neutral	3	3091506	How to Get the Best of Both GoogleDocs and Microsoft Office ~http 
negative	3	590686	So I get spammed by the u of m about all this #bs and I don't get an email about tuition being due!
negative	3	1136580	And I'm off to brave the frigid conditions for approximately 4 more hours.
neutral	3	2595837	Want get this Gucci Shirt its 300 I'm get it
neutral	3	2833566	Microsoft Aims Big Guns at Google; Asks Consumers to Rethink Search ~http   Bing url ~http 
negative	3	259255	#UBlewit with that fake gucci bag.
neutral	3	2781097	Photo: NIKE 6.0 Cash for Tricks Intl. Final @ Anglet ~http 
neutral	3	346121	Two days to go! Mirrors; Anna Calvi; Laura J Martin; Young Athletes League; Hind Ear all playing in London Fields... ~http 
neutral	3	1811513	They also make comments about how they don't want to share you #EugeneDailyNews #DontDoIt
neutral	3	2638281	PSN Breach: What it means for you; and for Sony ~http 
neutral	3	449110	Win a Sony Playstation 3 @user ~http 
positive	3	1343633	Dope.... He got it from Daddy n Momma... Lol RT @user Lil man got them adidas buzz lightyears ~http 
neutral	3	847941	I call it like I c it
neutral	3	1043968	If I asnt jamaican I'd feind for rice and peas all the time
negative	3	2220128	It's so fuckin hot I wanna fight about it!!!!
neutral	3	110468	#Aries is not competitive because to an Aries there is no one else they are always #1.
neutral	3	2345874	#FreeOffers Wii Fit: Balance Games – Tightrope Tension | Nintendo Wii Blog ~http
neutral	3	788279	First Rule of Pimpin: you cant lie
positive	3	2547942	My baby girl's first highlights on her 12th birthday.  Happy Birthday; Brooke! There's never a dull moment with you.  #fb
negative	3	1390039	There´s a demon stalking me. I still dont know who  exactly is but I will...(frowns)
negative	3	2623464	perez hilton is really annoying to follow :S
neutral	3	567675	MS user research study makes the tacit assumption that everyone uses Microsoft Office ~http 
neutral	3	2721166	Would prefer 2 spell like the English; it just makes more sense - Like @user & @user. Favour makes more sense to me than favor.
neutral	3	2712901	#nowplaying girls kissing girls - gucci name feat. Nicki Minaj
positive	3	1427117	I just want to cry seriously so happy! Must go now; annoy all the IT lot tomorrow with my tale!:D
positive	3	2120344	what a match! thumbs up to u guys for making my day. Gunners for life
positive	3	2070284	Exhausting But satisfying Day..........!
positive	3	2957254	OMG so cool! I want a pair!! RT @user Hey 'Back to the Future' fans! Nike is releasing Marty McFly's Air Mag sneakers. ~http 
neutral	3	35111	Virtualization Wars: Citrix Tops Microsoft As 'Primary Hypervisor' ~http  #enterprise #software news
neutral	3	1070947	Listening to Paramore; reading Twilight.
neutral	3	2284748	我顶了一个 YouTube 视频 -- Samsung Galaxy S GT-i9000 Software Tour Part 2 ~http 
neutral	3	1289732	Why do squirrels swim on their backs ?
neutral	3	698297	ORDER MATCHING ENGINE - A MARKET RESEARCH VIA INTE... ~http 
negative	3	2162007	I swear there's never food in the house
negative	3	246023	2 hours on @user tech support Wed. Used back up phone & after adding my SIM back 2 Samsung Vibrant I still lose service. Phone sucks
positive	3	864623	Creating a workshop on citation styles. Does anyone else get as excited as I do researching #APA_Style and #ChicagoManual?
neutral	3	2248865	New blog posting; Total Training for Microsoft SQL Server Developement (PC DVD) - ~http
neutral	3	109067	Keep an eye out for a major announcement from the Microsoft Offers & Incentives Team tomorrow.
neutral	3	48487	Do Tweetups Work? Hilton Anaheim Says So ~http
neutral	3	147923	He buy me Louis; I buy him gucci sneaks. I got his homies saying..."I got him on a leash".
positive	3	2820256	This DWTS is so cute! Can't wait for the Latin Dances next!
neutral	3	113027	What's Gucci my nigga?? What's Louie my killa?? - kayne
neutral	3	1178126	new photos taken with my Sony A55: ~http 
neutral	3	84472	Someone call me
positive	3	680347	Enjoyed working camp this week with @user and @user but boy am I glad it's over! Off to NoLa in the morning!
neutral	3	3470968	Just added the Microsoft Xbox 360 to my want list on @user! ~http 
positive	3	1004193	you want to squeeze me till i die? cuz thats real love RT @user @user I fucking love you..my teeth are gritting right now.
positive	3	2577944	FOLLOW ---&gt; @user IF YOUR A TRUE BELIEBER YOU WILL FOLLOW HER :) HURRRYYY SHE WILL FOLLOW BACK &lt;3
positive	3	1773442	Playing Nancy Drew OuO I love these games!
positive	3	500684	Eating at the Hilton with my mom. Yum!
neutral	3	2059229	#childhoodmemories ponytails sitin on top of my head; greasy face; and lil nike jogging suits w/ athching sneakers.
neutral	3	1497503	#nowplaying Breakin Up ♪ Mario ft. Gucci Mane & Sean Garrett  ~http  in iPod app via @user
neutral	3	2350185	says well I m goning to eat a steak  :-P ~http 
positive	3	678322	Happy Mother's day to all the moms out there! We appreciate you!
neutral	3	1383730	Listening to if i die young by @user
neutral	3	3577194	Paris Hilton talking about reading books? I think her twitter account has been hacked.
positive	3	1680376	finally found a new sexy bra..works in ALL the right places..plus i smell fabulous; thank u nordy rack & Gucci Guilty..yummm :)
neutral	3	583259	Las Vegas Hilton has released official betting odds for the @user ... we will have them at lpgatourlive.blogspot.com shortly!
negative	3	2380837	Im watching Quarantine & this movie really sucks anal infected ass.
positive	3	2152259	I love nature. #topoftheworld
positive	3	89128	oh hello friday? what was that? yes we shall party this weekend... microsoft style
neutral	3	2739996	What's Gucci ma nigga? What's Louis ma killa? What's drugs ma deala?
positive	3	1602115	Florida's new Nike Pro Combat's are sweet this year!! ~http 
positive	3	2736208	YEAH My boy Tyler !!
neutral	3	716651	Win a Sony PS3 Call of Duty Bundle @user ~http 
negative	3	1079619	He got enuff grease n his hair to host a fish fry.
neutral	3	2227457	Acer and Viewsonic sign patent licence deals with Microsoft to protect Android ~http 
neutral	3	2566555	Social media is the big revolution....
neutral	3	1738664	Samsung launches Galaxy Note: Since the very first Android mobile phone that they had christened as the Samsung ... ~http 
negative	3	307618	grrr my computer crashed on me....
negative	3	948284	Taking another shot with Mobileme. It's a pain to get things to sync from iMac to iPad. Why a 2005 appt is showing up as current; don't know
neutral	3	1986746	JD's Mega Sale is in full swing! Get up to 50% off on from top brands like Nike; Adidas Originals & Converse.
neutral	3	900828	Looking for Scholarships? ~http 
positive	3	1491299	wow 14 new followers request! i feel so popular! hahahahaha((:
neutral	3	663549	Fuller plans to join Perez Hilton ~http 
neutral	3	2261514	I need fun
neutral	3	400734	AT&T & T-Mobile Samsung Phones can now be unlocked instantly by LOCKPOP. Infuse; Sidekick 4G; Captivate; Vibrant; Focus;  ~http 
negative	3	305602	The last 30 minutes always drag by.
neutral	3	3238020	Cheetah Print Dress Nicky Hilton wore with her jewelry line for Bravo's Real Housewife of Beverly Hills ... ~http 
positive	3	3052755	What a great time at Kink radio Bing Lounge today. Everybody involved was wonderful!  Tomorrow night we play The Alberta Theater!
neutral	3	1398516	Foot Locker et Nike Sportwears lancent la collection Nike Hyperfuse ~http  #ladycapricemag #footlocker #nikehyperfuse
neutral	3	18810	Video Game Rentals: With the introduction of new gaming consoles like Xbox 360; PS3; and Nintendo Wii; video gam... ~http
neutral	3	141397	O MY KMSL WATS GOTTEN INTO MII # SIPPIN&TRIPPIN
negative	3	2277073	Dear @user; while I respect you're trying to manage workers and TV scedules; it's absurd to stop a match in Heads up; this needs to stop.
neutral	3	3060329	He says doubtful.  "Because he likes programming & Microsoft does a lot more programming." Opps!  Don't know where he got that :).
neutral	3	402258	Wanted 15 Beginners to learn a Simple; Automated System Designed to put money in your pockets within 24 hrs. ~http 
negative	3	2594092	why do i feel so rank when i only had 3 drinks!?
neutral	3	2642903	Just entered the @user 12 Weeks of Christmas. This week's prizes: 10 Nintendo Wiis - ~http 
neutral	3	68634	Freestyling over at the Showdown in Chinatown later. @user 's charity event. Gonna be some NBA and soccer Stars. Nike field at 6pm
neutral	3	168533	I need a 5 letter english word that has a diff pronunciation when dependent on context. Any ideas? I've resorted to the scrabble word finder
neutral	3	1980006	DINNER: Shrimp Creole; Spaghetti and Meat Sauce; Rice; Italian Vegetables  #OLLU
neutral	3	1787596	You want others to acknowledge your contributions at work toda... More for Aquarius ~http 
neutral	3	2603557	Nike + Japanese People + Macintosh (What do you get?) Nike Music Shoe ~http 
neutral	3	236862	Diamond in the Rough Benefit Gala Commemorative Journal Ad Deadline Extended ~http  via #constantcontact
neutral	3	1593165	Seeking collaborators within Documentary? ~http  @user @user @user @user @user
negative	3	1820696	That tattoo kicked my ass.
neutral	3	1471464	Magistic Events Special Offers - Conference Packages available NOW ! ~http 
positive	3	2770312	#xfactor Janet was AMAZE!! So sweet!! :)
neutral	3	994810	jus got off work bout 2 watch insidious or sumthn hit a nigga up
neutral	3	3206751	Chanel Jewelry  Gucci Caps  Nike Shoes  Armani Clothing  Lacoste Shoes 2011   Free Shipping & Fashion2011 ~http 
positive	3	3242165	Happy; grateful and excited to be photographing 24 DoubleTree by Hilton properties in the Midwest over the next 10 weeks...
neutral	3	1371781	NEW POST Madre Minutes ~http
neutral	3	2355458	We'd LOVE your feedback! Take this survey! #SWBoston ~http 
neutral	3	1982056	Lakers Squeak Past Thunder 90-87 ~http 
neutral	3	2905309	Afro Boudoir: London 2012; Stella McCartney & Adidas ~http  #sportfashion
neutral	3	1221816	I wanna go back to SixFlags over in Geaorgia..
neutral	3	3171613	NEW 60 Plate Audi A3 2.0 tdi 170 black edition Sportback in met black from £269* a month !
neutral	3	2381667	He said "if i steal this lady phone you gone snitch" lmao
neutral	3	1291734	Hey @user; my answer is 2 million  #Daily1KGiveaway
negative	3	1871478	Sick of street racers trying to race me (again tonight). I don't race even if m  car/me may fit tie stereotype. It happens a lot...
neutral	3	3332150	IIHS bestows Audi A6; VW Passat with Top Safety Pick award ~http 
neutral	3	89626	Planning – that’s the Japanese way! - Microsoft Advertising Asia Blog ~http  via @user
neutral	3	2431958	...listening to song "What Is Love (Free Dj's & Dj Karp Remix)" by "Made Famous".
neutral	3	2345882	#FreeOffers Download Dragon Quest 5 For Free From Nintendo Dsi Club | Nintendo ... ~http 
neutral	3	2739539	I am watching Misfits; Episode One (S01E01). ~http 
positive	3	239704	Maryland's jerseys are hella nasty!! Nike &gt; Under Armour
positive	3	2014160	Check out our featured listings; we have some amazing properties for sale right now!! ~http
neutral	3	2576987	What do Brazilians and Nike have in common? #gamification
neutral	3	87182	Guillermo Bort; former head Microsoft Latin Amer; CEO Trebol Pampa (main blueberry export to world) ~http  #EP12globalresidency
negative	3	3365569	Gucci Gucci Louis Louis Fendi Fendi Prada them basic bitches wear that shit so I dont even bother”
positive	3	2122663	Woohoo booked tickets for harry potter on friday!! Cant wait too excited ha
positive	3	2571657	has learnt how to use a Nintendo Wii and Twitter in the same day
neutral	3	1031337	Is you're following @user please follow me instead at my new twitter @user
neutral	3	2329591	Time to employ ‘buy low; sell high’ strategy ~http  via @user
neutral	3	2298547	Photo: 1960’s Gucci Bookends. Wowee. ~http 
negative	3	309791	He be lyin tho!!!
neutral	3	1191767	I just completed the ARM DEFINER workout with Nike Training Club. Join the club ~http 
neutral	3	2296682	It's Official The NYE 2011 at The Hilton Chicago Has Teamed Up With Playboy Again and You Can Get Early Bird... ~http 
neutral	3	88971	Click. Click. Do you know the answer now? On this day in 1983; Microsoft introduced the 2-button mouse.
neutral	3	1259495	we got the new Nike Air Maxim 1+ Trainer ND ~http 
neutral	3	566770	Can someone send me the link to update android 2.2 nd hw to bckup data?this is fr samsung galaxy s
negative	3	1980424	My hair goes horribly curly when I let it dry naturally; I really dislike it
negative	3	801133	Tht gucci gucci song is stupid as fuck.
neutral	3	2419623	bout to go play in da rain... #allstarweekend
